,tp,fp,fn,precision,recall,f1
NP,1.7169811320754718,2.018867924528302,39.0,0.4553908355795148,0.06740406826721325,0.10872201709510954
bacteria,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
strain,1.6415094339622642,2.0943396226415096,39.075471698113205,0.5518867924528302,0.11726920303743694,0.1621587026505996
NP_synthesis,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
drug,3.0,0.7358490566037735,37.716981132075475,0.7298742138364779,0.188029550895362,0.2552566679653706
drug_dose_µg_disk,1.169811320754717,2.5660377358490565,39.54716981132076,0.33805031446540884,0.09536937513230494,0.12201590850287881
NP_concentration_µg_ml,0.9811320754716981,2.7547169811320753,39.735849056603776,0.3238993710691823,0.08041438195404134,0.10286138563026494
NP_size_min_nm,0.1509433962264151,3.5849056603773586,40.56603773584906,0.03773584905660377,0.008102108768035517,0.011859838274932616
NP_size_max_nm,1.320754716981132,2.4150943396226414,39.39622641509434,0.45911949685534587,0.09725524567528356,0.13496042738578287
NP_size_avg_nm,1.9622641509433962,1.7735849056603774,38.75471698113208,0.5801886792452831,0.14905983597454164,0.20023525921473587
shape,1.5849056603773586,2.150943396226415,39.132075471698116,0.4688679245283019,0.08761326007452028,0.13240685798717788
method,1.2075471698113207,2.5283018867924527,39.509433962264154,0.3536388140161725,0.09885228652812311,0.1305273741791215
ZOI_drug_mm_or_MIC _µg_ml,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
error_ZOI_drug_mm_or_MIC_µg_ml,0.32075471698113206,3.4150943396226414,40.39622641509434,0.0880503144654088,0.04654088050314466,0.05795148247978437
ZOI_NP_mm_or_MIC_np_µg_ml,2.188679245283019,1.5471698113207548,38.528301886792455,0.5679245283018868,0.10882417431478636,0.16121450711618268
error_ZOI_NP_mm_or_MIC_np_µg_ml,0.6226415094339622,3.1132075471698113,40.094339622641506,0.16666666666666666,0.0377876360187681,0.056848523285815175
ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,1.2452830188679245,2.490566037735849,39.471698113207545,0.26090146750524107,0.07086401245002037,0.0936174487912323
error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,0.49056603773584906,3.2452830188679247,40.22641509433962,0.10691823899371068,0.04748427672955976,0.05974842767295598
fold_increase_in_antibacterial_activity,0.05660377358490566,3.6792452830188678,40.660377358490564,0.03773584905660377,0.00018895358806060233,0.0003755114901083619
zeta_potential_mV,0.37735849056603776,3.358490566037736,40.339622641509436,0.09433962264150944,0.015677281427896688,0.026375525243449775
MDR,1.8679245283018868,1.8679245283018868,38.84905660377358,0.4678796046720575,0.16527758870526166,0.2109062451559661
FIC,0.49056603773584906,3.2452830188679247,40.22641509433962,0.07547169811320754,0.011844264064591338,0.01969887554793215
effect,0.7735849056603774,2.9622641509433962,39.943396226415096,0.20902964959568734,0.07584708268670533,0.09679677619117931
time_hr,1.2830188679245282,2.452830188679245,39.43396226415094,0.37421383647798745,0.0957319695264853,0.1291957076535417
coating_with_antimicrobial_peptide_polymers,1.6981132075471699,2.0377358490566038,39.0188679245283,0.44339622641509435,0.13522382503104408,0.1776079102815478
combined_MIC,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
peptide_MIC,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
viability_%,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
viability_error,0.0,3.7358490566037736,40.716981132075475,0.0,0.0,0.0
